S
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
20.958
