S
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
13.972
